0  0   5  2  0
0  1   5  3  0
0  2   5  4  0
0  3   4  3  0
0  4   4  4  0
0  5   3  3  0
0  6   3  4  0
0  7   3  4  1
0  8   3  5  0
0  9   2  3  0
0  10  2  4  0
0  11  1  2  0
0  12  1  3  0
0  13  1  3  1
0  14  5  3  1
0  15  1  4  0
0  16  0  1  0
0  17  0  2  0
0  18  0  3  0
0  19  0  4  0
